date,number,title,url,desc,guests
2012-02-13,144,Clones and Oliver Stones,http://www.earwolf.com/episode/clones-and-oliver-stones/,"Don’t stop listening to this podcast or you know what will happen! Paul Rust, Harris Wittels, and Michael Cassady from our favorite comedy-pop crossover act Don’t Stop or We’ll Die are in the studio to jam out some tunes before their matrimonial debut. And since we have these talented comedians here, why not have them play some What Am I Thinking? and Would You Rather? Don’t be surprised if some Hollywood legends and insiders show up while the band takes their bathroom breaks. After all, these are theRocky Vs. Rambo screenwriters we’re talking about!","Harris Wittels, Paul Rust, Michael Cassady"
2012-02-20,145,A Family Affair,http://www.earwolf.com/episode/a-family-affair/,"We all love David Wain, but do we really KNOW David Wain? This week’s Comedy Bang Bang is the only place on the internet to get in-depth info about Wain’s personal life with the added perspective of his father and four-year-old son. I think we all already know plenty about Gary Busey’s personal life, but regardless, he is here to speak about his exotic bird collection and recent economic hardships, among other things. Plus David is breaking out the tunes both on his keyboard and in a freestyle rap battle. This is the type of episode you’ll want to pass down to your own children and grandchildren!","David Wain, James Adomian"
2012-02-27,146,Climbing the Ladder,http://www.earwolf.com/episode/climbing-the-ladder/,"Sorry you guys, but we did NOT get Ice Ben Schwartz or Ice Reggie Watts for the podcast this week. You’ll have to settle for their American doppelgangers who join the world-famous Scottabot and the legendary Bjork for a sexy, funny, sexy, musical, sexy episode of Comedy Bang Bang. Pop open a six pack of pudding and enjoy!","Reggie Watts, Ben Schwartz, Matt Besser"
2012-03-05,147,Raisin Norman Bates,http://www.earwolf.com/episode/raisin-norman-bates/,"You are entering Comedy Bang Bang, a magical place not far from Planet Centaur where 40 year-old raptors hail cabs and the object of your affection is alive in your wallet. A place where Ice T and Jesse Ventura can seek tough answers and pitch television shows, and where Greg Proops can explores the depths of the thesaurus. This is Comedy Bang Bang. For a sneak peak at the Comedy Bang Bang television show, tune in to IFC this Friday March 9th following the season finale of Portlandia.","Paul F. Tompkins, Greg Proops, James Adomian"
2012-03-12,148,Wipeout!,http://www.earwolf.com/episode/wipeout/,"Put down your Entertainment Weekly and tune into Comedy Bang Bang! We have Jason Mantzoukas of comedy, film, and cinema fame here to count down the Twelve Nights of Oscars and more importantly, try to get through to a friend in need. Also joining us is first time guest Dalton Wilcox, a cowboy poet who don’t know much about this big city way of life. Sharp eared listeners might hear some cameo appearances from past Comedy Bang Bang favorites, so stay tuned on Twitter to let us know what you think! Click here to see a sneak peek of the Comedy Bang Bang television show for IFC.","Jason Mantzoukas, Andy Daly"
2012-03-19,149,Live from SXSW 2012,http://www.earwolf.com/episode/live-from-sxsw-2012/,"This week’s Comedy Bang Bang was recorded live at the South by Southwest Festival 2012 in Austin, Texas. Our guest for the prestigious affair is the one and only Tim Heidecker who shows off his prowess in comedy, music, and headwear. To comment on all the delicious cuisine Austin has to offer is Merrill Shindler, who just might have found a new best friend in Bob Ducca. And since we have Reggie Watts around to perform the theme song and music breaks, it only makes sense that we should challenge our guests to a Freestyle Rap Battle! A great big Texas-sized thank you to everyone who came out to the show!","James Adomian, Tim Heidecker, Seth Morris, Reggie Watts"
2012-03-26,150,Time Bobby,http://www.earwolf.com/episode/time-bobby/,"It’s a tale as old as time: A precocious orphan with a heart of gold and a love for musical theater meets a living legend of Broadway. Such is the story of Fourvel and Lord Andrew Lloyd Webber, an unlikely pair who met during today’s Comedy Bang Bang. Are things going to change for the better for Fourvel? Will Lord ALW’s television debut be a SMASH hit? When are we recording this episode? All of these questions and more will be answered right here on Comedy Bang Bang!","Bobby Moynihan, Paul F. Tompkins"
2012-04-02,151,Fan Fiction,http://www.earwolf.com/episode/fan-fiction/,"What would you do if I sang out of tune? I’d tell you to shut up because we have actor and director Fred Savage on the show and he’s giving us secrets and scoops from the set of The Wonder Years as well as NBC’s Best Friends Forever, which he directed. We’ve also invited a couple of Fred’s fans to join us, Pam and Len Bicell, who treat us to some sensual fan-fiction and an equally sensual round of Would You Rather?! Now make like Fred Savage and vote for Comedy Bang Bang in The Comedy Awards!","Fred Savage, Jackie Clarke, Gil Ozeri"
2012-04-09,152,Behind the Irony Curtain,http://www.earwolf.com/episode/behind-the-irony-curtain/,"This week we’re giving you Comedy Bang Bang listeners a little treat: Two previously unreleased episodes with some behind-the-curtain commentary courtesy of Scott Aukerman. Today’s episode features Seth Morris in the role he was born to play: Himself! We also meet a brand new character from first-time guest Ed Helms. If you like learning how the bread is made, come back on Thursday for another look inside the Comedy Bang Bang vault.","Ed Helms, Seth Morris"
2012-04-12,153,Jing It Or Ding It!,http://www.earwolf.com/episode/jing-it-or-ding-it/,"We’re back again with more previously unreleased Comedy Bang Bang hilarity. This time first time guests Leo Allen and Will Forte remember some of their favorite rejected SNL pitches, discuss the tragedy of divorce, and try their hand at a brand new game: JING IT OR DING IT!","Will Forte, Leo Allen"
2012-04-16,154,Finger Guns,http://www.earwolf.com/episode/finger-guns/,"With the Spring 2012 semester coming to a close, we are contractually obligated to have our 15 year-old intern Marissa Wompler visit. I cannot reiterate how much this is not our choice, especially now that she’s accompanied by her faculty mentor Miss Listler. We try to make the best of it with the return of Jukebox Jury and a game of What Am I Thinking?, but try as we might we can’t seem to pry Marissa away from her constant need to yell and discuss her changing body. Once again, our apologies.","Lennon Parham, Jessica St. Clair"
2012-04-23,155,Fingerbang Lindbergh,http://www.earwolf.com/episode/fingerbang-lindbergh/,"Are you ready for the final episode of the third year of Comedy Bang Bang? What do you want more than anything from this episode of Comedy Bang Bang? To finally get that one-on-one exclusive interview with Patton Oswalt we keep trying to give you? You got it! Want to find out about the inner workings of Comedy Bang Bang and Earwolf from our very own Mark Van Driel? You got that too! Do you want to learn a brand new game that will send Jing It or Ding It running? Just wait ’til you hear Fart, Mary, Kiss! Join us next week as we enter year four of existence!","Patton Oswalt, Chris Tallman"
2012-04-30,156,Anniversary Party!,http://www.earwolf.com/episode/anniversary-party/,"What do you need to throw the perfect anniversary party? You need some tunes, you need some bros, and if you’re Comedy Bang Bang you need some celebrity guests! Put on your party hats and boogie shoes for an hour and a half of Zach Galifianakis, Harris Wittels, Brett Gelman, El Chupacabra, Marissa Wompler, Cake Boss, and a posthumous visit from Christopher Hitchens. We’re making new friends in musicians St. Vincent and Toph Shay, and we’re playing everyone’s favorite party games like Harris’ Foam Corner. Make like Zach and get yourself a cupcake to celebrate the the three-year anniversary of Comedy Bang Bang!","St. Vincent, Zach Galifianakis, Paul F. Tompkins, Harris Wittels, James Adomian, Nick Kroll, Brett Gelman, Jessica St. Clair"
2012-05-07,157,God Bless America,http://www.earwolf.com/episode/god-bless-america/,"You love Bobcat Goldthwait for his stand-up comedy, his performance of Zed in Police Academy, and as the director of movies like Shakes the Clown and World’s Greatest Dad. You’re about to fall in love with him for his showbiz secrets and his prowess at Fart, Marry/Mary, Kiss! Bobscratch shares tales of his red carpet antics and tells us about his brand new film God Bless America. Mr. Goldfarb isn’t the only director on the show, as Mr. Marshall (please, call him Garry) returns to the show and gives us a sneak peek on his modern adaptation of a not-so-modern television franchise. These happy days truly are yours and mine!","Bobcat Goldthwait, Paul F. Tompkins"
2012-05-14,158,Words with Friends,http://www.earwolf.com/episode/words-with-friends/,"If you like television, you’ll love this week’s episode of Comedy Bang Bang! From the newly renewed NBC comedy Community, Gillian Jacobs is here to seek forgiveness for her iPhone indiscretions and give us just a taste of how she got her big television break. Also joining us is the of American Idol’s Jermaine “The Gentle Giant” Jones who is using Comedy Bang Bang as the platform to tell the pure, unadulterated truth behind his departure from the Fox reality hit. How will these television superstars fair against each other in a game of Would You Rather? That’s for me to know and you to find out…by listening to the podcast, that is.","Gillian Jacobs, Jordan Peele"
2012-05-21,159,Apicklelypse,http://www.earwolf.com/episode/apicklelypse/,"Alison Brie and Jason Mantzoukas both costar in critically acclaimed movies and television shows…but a PODCAST? I know it seems unlikely, but they are in the Earwolf studio to tell the untold story of Rizzoli & Isles and see if they can’t find love through What Am I Thinking? and Would You Rather?! We also have a visitor from Albuquerque who is doling out legal advice if you need it. Plus, we have Comedy Bang Bang on IFC teasers, so give it a listen!","Alison Brie, Jason Mantzoukas, Bob Odenkirk"
2012-05-28,160,Slow Dance Boner,http://www.earwolf.com/episode/slow-dance-boner/,"This week we dive into the personal lives of comedy power couple Sarah Silverman and Kyle Dunnigan. A new game, Shorts or Jeans, is played, and we’re visited by two strange guests. Check out the Comedy Bang Bang on IFC website to watch a full episode of the show!","Sarah Silverman, Kyle Dunnigan"
2012-06-04,161,Highly Illogical,http://www.earwolf.com/episode/highly-illogical/,"Comedy Bang! Bang! on IFC has been a long time coming and in less than a week you’ll be able to catch the premiere! To ease the pain of the wait, we’re bringing you a full week of Earwolf podcasts heralding the show’s arrival. I know it’s highly illogical, but we’ve brought in bandleader Reggie Watts and producer/guest Tim Heidecker to talk to two of the the interesting strangers who made their way from the podcast to the television show. Stay tuned to Earwolf all week to hear Scott, Reggie, and special guests like Will Forte and Dave Koechner preparing you for the premiere of Comedy Bang! Bang! on IFC. Tune into IFC this Friday at 10/9 central to see Zach Galifianakis, Gillian Jacobs, Thomas Lennon, Will Forte, and some guy named Andy Daly.","Reggie Watts, Tim Heidecker, Andy Daly, Jon Daly"
2012-06-11,162,Best Bro Hang,http://www.earwolf.com/episode/best-bro-hang/,"The bros are back in town! Andy Samberg, whose film That’s My Boy opens this weekend, and Scott’s weed dealer Bro have reunited, and this time they have a good rapport (unless you were to ask Bro about it). The boys talk Hangin’ with Mr. Cooper, Bro’s paradise, and Woody Allen. Plus the debut of a new feature, “Bobby Moynihan Talk.” This is a good week to be a bro!","Andy Samberg, Adam Pally"
2012-06-18,163,Burning Love,http://www.earwolf.com/episode/burning-love/,"Today’s audio sound recording of Comedy Bang Bang is the perfect companion to everyone’s favorite reality show, Burning Love! Mark Orlando and two of his lovely lady suitors, Carly and Tamara G, are joining Scott to answer the tough questions: Can a monkey heart love like a human one? What should you do about hard-to-hide boners? What happens when the rules of Would You Rather?, like the rules of love, are shaken? All accompanied by commentary from Steve Agee, today’s episode will fill you with lust, love, and laughs. Click here for more info about the upcoming Comedy Bang! Bang! LIVE tour! Bad bye!","Ken Marino, Steve Agee, Janet Varney, Deanna Russo"
2012-06-25,164,Clifton Was Here,http://www.earwolf.com/episode/clifton-was-here/,"International Singing Sensation Tony Clifton, joined by Cliftonettes Maxim and Phoenix, tells exclusive stories about Andy Kaufman, Jim Carrey, and Nicolas Cage, as well as cracking some off-color jokes. Plus, “House of Pies” star Ben Schwartz competes head-to-head against Scott in a cutthroat game of What Am I Thinking. Don’t forget to pick up your tickets to Comedy Bang! Bang! LIVE in a city near you!","Tony Clifton, Ben Schwartz"
2012-07-02,165,Hoo-ah!,http://www.earwolf.com/episode/hoo-ah/,"Need a cleansing experience, in addition to your 8-to-12-week smoothie diet? This week’s show has everything you need to purge the soul. Andy Kindler trots out his Jay Leno and Al Pacino impersonations, Loudon Wainwright III performs several songs off his new album “Older Than My Old Man Now,” and Oscar winner (Sir?) Gwyneth Paltrow, wife of Chris “Coldplay” Martin, honors us with her presence. Plus, the group plays Who Said It! Hee hee! Shamone! Dah!","Andy Kindler, Loudon Wainwright III, Amy Phillips"
2012-07-09,166,Farts and Procreation 2,http://www.earwolf.com/episode/farts-and-procreation-2/,"Last year, an episode of Comedy Bang Bang was made that, to put it simply, changed the world. Nearly a year later, can the magic be replicated? We’ve brought back Harris Wittels, Adam Scott, and Chelsea Peretti, and they’re here for more songs, characters, foam, two-man shows, life advice, and plugs! Is the world ready to be changed again? It better be!","Adam Scott, Harris Wittels, Chelsea Peretti"
2012-07-16,167,New No-Nos,http://www.earwolf.com/episode/new-no-nos/,"Intern Marissa Wompler, fear-based comic Jerrod Carmichael, and controversial comedian Paul Rust join Scott in a riveting discussion of penis pencils, politics, and a game of Would You Rather. New No-No: If you’re going to listen to this podcast, then guess what! We get to make you laugh. That’s what you get for listening! Who’s laughing now? You are!","Jessica St. Clair, Paul Rust, Jerrod Carmichael"
2012-07-23,168,Breaking Bread,http://www.earwolf.com/episode/breaking-bread/,"Today’s episode of Comedy Bang Bang will bring you revelations from two of the most famous and powerful men in the world. That’s maybe an overstatement, but if you’re a fan of Mr. Show or Breaking Bad than you’ll be hanging onto every word as Bob Odenkirk treats listeners to some tasty tidbits of Breaking Bad gossip and several brand new sketches written by the Mr. Show team. Joining Bob is a man known the world over for his relationship with the big man upstairs and the little boys in the congregation: Pope Benedict XVI! He teaches Scott and Bob a thing or two about joke writing and indulges us in a round of Would You Rather. Visit the Earwolf store to pick up the first of the Comedy Bang! Bang! Summer 2012 Tour downloads featuring Brett Gelman and Jon Daly.","Bob Odenkirk, Matt Besser"
2012-07-30,169,Immortal Mustache,http://www.earwolf.com/episode/immortal-mustache/,"The owner of one of the five one-way tickets used to board the Rocket Ship to Fame, Broken Lizard’s Jay Chandrasekhar makes his first appearance! He talks about his early sketch days, the importance of mustaches, how Super Troopers almost never existed, and his new movie The Babymakers. Also, the return of the Cake Boss himself, Buddy Valastro joins Scott and Jay to reveal the secret of cheesecake, answer the question of how long he’s been making cakes, and to scream and yell about his appearance on Comedy Bang! Bang! the TV show where he was asked to scream and yell. All of this including a hellish game of Would You Rather? Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Jay Chandrasekhar, Paul F. Tompkins"
2012-08-06,170,New Scoop,http://www.earwolf.com/episode/new-scoop/,"Word on the street is that Martin Starr of Freaks and Geeks, Party Down, and NTSF:SD:SUV:: is a first time guest on this week’s Comedy Bang Bang! You didn’t hear it from me but Martin joins Scott for a text session with David Caruso, to showcase his remix abilities, and some robot talk. Rumor has it that Scott pays a favor to his great aunt by welcoming another first time guest, Ethel Branscome to share a special announcement! No clues to who the third guest could be except that their name is spelled EXACTLY the same as Neil Campbell and that he drops in to read some Gossip Blind Items! Sources say that you should also warm up your sniffers for a salacious game of Would You Rather? Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Martin Starr, Lennon Parham, Neil Campbell"
2012-08-13,171,Scrog Secretions,http://www.earwolf.com/episode/scrog-secretions/,"Today’s episode of Comedy Bang Bang is an episode of firsts! Childrens Hospital‘s Megan Mullally makes her first appearance on the program to talk Emmy nominations, the Party Down movie, and her musical group Nancy and Beth. The other half of Nancy and Beth, Stephanie Hunt, joins us as well for the first time to accompany Megan in serenading us with magical songs that will be sure to make you whistle. That’s not all, we welcome energy expert David Eros for the first time to the show to give spiritual interpretations to Scott, Megan, Stephanie, and El Chupacabra! Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Megan Mullally, Nick Kroll, Stephanie Hunt"
2012-08-20,172,This is a Safe Zone,http://www.earwolf.com/episode/this-is-a-safe-zone/,"Scott is back from the Comedy Bang! Bang! tour and brings one of the best guests you can get on a show, Todd Glass! Todd joins us with his own jingle, shares how he took a bit too many pot cookies, and discusses his stance on spanking jokes. Plus, we welcome children’s book author Glenn Maxx to the safe zone to talk about his multi-part saga and to read an excerpt of his book for the first time. Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Todd Glass, Brian Huskey"
2012-08-27,173,Ride Like Hell,http://www.earwolf.com/episode/ride-like-hell/,"This week’s Comedy Bang Bang is a special co-host edition with none other than Werner Herzog! We’re also treated to the R&B stylings of the crowd pleasing Brent Weinbach! That’s not all, producer Scott Jeffries drops by to help keep the show on track and to promote the film Premium Rush. Plus, the guys become buddies during a game of Would You Rather? Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Paul F. Tompkins, Paul Scheer, Brent Weinbach"
2012-09-03,174,Series Regulars,http://www.earwolf.com/episode/series-regulars/,"Oh, hello Comedy Bang Bang listeners. First time guest Lizzy Caplan joins us this week with return guests John Mulaney and Nick Kroll! They discuss Lizzy’s new film The Bachelorette, more info on the Party Down movie, and LL Cool Jason Alexander. Series regulars, George St Geegland & Gil Faizon drop in to talk about auditioning for The Newsroom, their new show Black Shenanigans, and Robert Evans’s barf. Plus, a ghostly game of Would You Rather? Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Lizzy Caplan, John Mulaney, Nick Kroll"
2012-09-10,175,Mop Water,http://www.earwolf.com/episode/mop-water/,"The Fall Season is upon us and who better to join us other than star of stage and screen Justin Kirk! Justin stops by to talk about his new show Animal Practice, working on Angels in America, and his first role in the theatre. We are also joined by the mysterious Mike the Janitor who might have a connection to Andrew Lloyd Webber. Don’t forget to pick up the Comedy Bang! Bang! LIVE Summer Tour episodes!","Justin Kirk, Paul F. Tompkins"
2012-09-17,176,Out of Bleeps,http://www.earwolf.com/episode/out-of-bleeps/,"The funniest person in the universe, Amy Poehler, reveals which foreign show that Parks and Recreation is based on this week on Comedy Bang Bang! Fan favorite Jason Mantzoukas uses his co-hosting duties to help countdown the Twelve Days of the Emmys, obsess about thirtysomething, and talk politics. Talk radio host Tom Leykis drops by as well to share the ins and outs of Leykis 101. We play a new game called Speed Round and show off our skills during the Freestyle Rap Battle. Plus, a irresistibly delicious game of Would You Rather?","Amy Poehler, Jason Mantzoukas, James Adomian"
2012-09-24,177,Penises Abounding,http://www.earwolf.com/episode/penises-abounding/,"A star studded panel of guests who haven’t been on the show due to geographical reasons, B.J. Novak and Wyatt Cenac join us for today’s Comedy Bang Bang! We talk to B.J. about leaving The Office and Wyatt Cenac tells us what is coming up on The Daily Show. We also welcome internet critics Van Davion and Mike Smith to share some insights on how television can be funnier. Plus, we play a riveting game of Would You Rather? Don’t forget to tip your mailman!","B.J. Novak, Jordan Peele, Wyatt Cenac, Keegan-Michael Key"
2012-10-01,178,Motor Boating Around Town,http://www.earwolf.com/episode/motor-boating-around-town/,"School’s back in session so it was only a matter of time before our 16 year-old intern Marissa Wompler made her way back to the studio to help co-host today’s Comedy Bang Bang! Marissa gets schooled on Grimace, The Fat Boys and motor boating by none other than Rob Corddry! Rob also offers Marissa some expert advice on her recent heartbreak. Plus, we get one special turd of information about what’s to come up on the season finale of Childrens Hospital. Womp It Up!","Rob Corddry, Jessica St. Clair"
2012-10-08,179,Pitch Slapped,http://www.earwolf.com/episode/pitch-slapped/,"We’re devoting today’s very special episode of Comedy Bang Bang to the movie Pitch Perfect! Writer of the film Kay Cannon and stars Adam DeVine & Hana Mae Lee join us to discuss pool scenes, target demographics, and which songs were sung for the auditions. That’s not all, studio rep Scott Jeffries returns to express his excitement for Pitch Perfect, explains how he got involved with Scientology, and plays a game of Would You Rather? with us that will surely make you shit your pants!","Adam DeVine, Paul Scheer, Kay Cannon, Hana Mae Lee"
2012-10-15,180,Friends Without Words,http://www.earwolf.com/episode/friends-without-words/,Community’s Gillian Jacobs returns to bury the hatchet with Scott on today’s Comedy Bang Bang! Gillian brings awareness to the fact that the Zynga corporation is out to get her and wedding bells are heard when she falls for co-host Garry Marshall. Also joining us is first time guest and college senior Tracy to share what she learned on her travels in Italy. Will the newly married Garry & Gillian prevail over Tracy in a game of Would You Rather? You will have to listen to find out!,"Gillian Jacobs, Paul F. Tompkins, Lauren Lapkus"
2012-10-22,181,Happy Endings,http://www.earwolf.com/episode/happy-endings/,"Two cast members from the hit ABC show Happy Endings, Casey Wilson and Adam Pally came to play on this week’s Comedy Bang Bang! Adam & Casey share stories of their parents, talk couples Halloween costumes, and give us a little taste of what to expect on the new season of Happy Endings. Unfortunately, Casey becomes terrified during our women themed Freestyle Rap Battle. Fortunately, she redeems herself with a Sex and the City impression off during a game of Would You Rather?","Casey Wilson, Adam Pally"
2012-10-24,182,Repeat Your Keyword,http://www.earwolf.com/episode/repeat-your-keyword/,"It’s more Bang Bang for your buck buck on today’s special Wednesday episode of Comedy Bang Bang! Friend of the show and star of the upcoming film The Comedy, Tim Heidecker returns to tell us about the failed pilot of his popular comic strip Stitches, gives us a little insight on his upcoming film The Comedy, and talks about his opportunity to portray Paul Rodgers in the forthcoming Bad Company quadrilogy. Newcomers Arthur Steinborn & Diane stop by to share their favorite Stitches comic strips, we try to find Diane a date, and Arthur explains his system to remember anyone’s name. Jackpot.","Tim Heidecker, Joe Wengert, Lauren Lapkus"
2012-10-29,183,Return to Suicide House,http://www.earwolf.com/episode/return-to-suicide-house/,"It looks like Scott Achingman has stumbled upon the Werewolf Studios once more to find himself inside of Suicide House with none other than the dreadful Beuford and Messmore le Barron. After some catching up, they are joined by Caine Sherman of the Historical Society to tour Suicide House and figure out if it deserves to have historical status. However, the tour is interrupted by Beuford & Messmore’s father Maximilian Blanc who reveals the many others trapped within the many doors of Suicide House. Will Suicide House get historical status? Will Ghost Boy make an appearance? Will we break a record with the Freestyle Rap Contest? You’ll have to listen to Comedy Fang Fang to find out!","Brett Gelman, Jon Daly, Allan McLeod, James Adomian"
2012-11-05,184,Pop and Politics,http://www.earwolf.com/episode/pop-and-politics/,"Parks and Recreation’s Aziz Ansari returns for today’s special election episode of Comedy Bang Bang! Aziz talks about the inspiration behind his tour Buried Alive, the cast on Parks & Rec, and being scared of Gout. Bob Odenkirk, Mike Hanford, and Neil Campbell stop by to reunite with Scott as the political parodists The Washington Monugents to tickle some ribs and kick out some topical jams. Also joining us is political commentator Pat Buchanan who tells us his feelings on this election and plays a game of Would You Rather?","Aziz Ansari, Bob Odenkirk, Neil Campbell, Mike Hanford, James Adomian"
2012-11-07,185,Cum Scanners,http://www.earwolf.com/episode/cum-scanners/,"Every once in a while a bro might want to come hang out so who better to stop by than the Nerdist himself Chris Hardwick on today’s special mid-week episode of Comedy Bang Bang! Chris tells us about his upcoming Comedy Central special Mandroid, explains the meaning of dookie cookie, and answers the question as to why priests can’t marry. The always hilarious stand-up comedian JT McDowell drops by to hit the turf, showcase his Julia Child impression, and play a game of Would You Rather? that will make you say WTF!","Chris Hardwick, Ike Barinholtz"
2012-11-12,186,New York Mainstays,http://www.earwolf.com/episode/new-york-mainstays/,"Fellow podcasters and first timers Julie Klausner and Jake Fogelnest are here on today’s Comedy Bang Bang! Jake & Julie recall the first time they met, each describe their podcasts “The Fogelnest Files” and “How Was Your Week” respectively, and share their love of BuzzFeed’s Katie Notopoulos. Garry Marshall returns to reveal his secret name, tell us about his new family sitcom based on The Trachtenburg Family Slideshow Players, and plays a game of Would You Rather? You will hear tales of Garry’s past and we’ll finally answer the age old question as to if there is indeed a Scope brand toothpaste.","Paul F. Tompkins, Julie Klausner, Jake Fogelnest"
2012-11-19,187,Finger Chimes,http://www.earwolf.com/episode/finger-chimes/,"Academy Award-winner Nat Faxon reveals his most secret pain on today’s Comedy Bang Bang! Special co-host/DJ Forsythia drops by to bring up listenership to her late night radio show, lifts spirits by playing some of her favorite songs, and tells us about the struggles of becoming a woman at the age of 14. Also, Nat describes the premise of the show Ben and Kate, shares the truth behind Hall & Oates’ “I Can’t Go For That,” and talks about his pet collection. Plus, Forsythia has something to tell her mother during a game of Would You Rather?","Nat Faxon, Lennon Parham"
2012-11-26,188,Attack of the Shits,http://www.earwolf.com/episode/attack-of-the-shits/,"Comedy Maestro Judd Apatow is here for his very first appearance on Comedy Bang Bang! 16 Year-Old Intern Marissa Wompler joins us as well for a discussion about inviting herself over Judd’s for a sleepover with his daughter Maude, his new film This Is 40, and his first time meeting Albert Brooks. Also, Judd lends an ear to Marissa’s recent incident during Spook Fest, talks about having his kids in his movies, and plays a game of Would You Rather? Plus, Graham Parker stops by to tell us about his reunion with the Rumour, how he got involved with Judd Apatow, and plays a song off his latest album “Three Chords Good.” Womp up the volume! Don’t forget to vote on the Comedy Bang Bang Best Of poll!","Judd Apatow, Graham Parker, Jessica St. Clair"
2012-12-03,189,The Pancake Man,http://www.earwolf.com/episode/the-pancake-man/,One of our favorite film directors Werner Herzog and one of America’s favorite comedians Chris Fairbanks are here on today’s Comedy Bang Bang! Werner lets us know about his upcoming acting debut and Chris reveals the truth behind pancakes and flapjacks. Will Werner give up directing? Why are pancakes plaguing the nation? Does role play come into a game of Would You Rather? All these questions and more will be answered once you give this episode a listen!,"Chris Fairbanks, Paul F. Tompkins"
2012-12-10,190,You Know What I Mean?,http://www.earwolf.com/episode/you-know-what-i-mean/,"Did you ever notice that Demetri Martin has never been on Comedy Bang Bang? Well Demetri is here in studio to tell us about growing up in the Jersey Shore, gift giving, and how he celebrates the holidays. Don’t you hate it when the ghost of Orson Welles appears to warn us about the end of the world? At least stand up comedian Nancy Cooper drops by to cheer us up with some of her observational jokes. You know what I mean? Woof Woof!","Demetri Martin, James Adomian, Pamela Murphy"
2012-12-18,191,2012 Holiday Spectacular,http://www.earwolf.com/episode/2012-holiday-spectacular/,"It’s that time of year where you try to not get burned when roasting chestnuts over an open fire and have the whole family gather round the ol’ computer for a special holiday podcast treat! Scott welcomes fan favorite Harris Wittels as he tells us about his new book/stocking stuffer Humblebrag: The Art of False Modesty and showcases a brand new edition of Harris’ Foam Corner. Bjork, Neil Young, and Billy Braggart serenade us with some holiday cheer and Paul Rust has a couple of New Ho Ho Hos for us. Ice-T gives us a history lesson on Santa Claus and Bill Cosby-Bukowski makes up a holiday themed Jelloem. Then first timer Liz joins in on the festivities to talk about her new reality show “Publicity.” Merry Christmas!","Harris Wittels, Matt Besser, Paul Rust, Paul F. Tompkins, Jon Daly, Nick Kroll"
2012-12-24,BO2012.1,Best of 2012 Pt 1,http://www.earwolf.com/episode/best-of-2012-pt-1/,"Another year has flown by, so what better way to celebrate than to revisit some of the best Comedy Bang Bang moments that YOU voted for! Special guest Paul F. Tompkins makes a rare appearance as he helps Scott Aukerman countdown numbers ten through six of the listener selected episodes of the year and some very special b-b-b-bonus clips. Stay tuned for Pt 2 to see which episodes made it to the top of the list!",Paul F. Tompkins
2012-12-31,BO2012.2,Best of 2012 Pt 2,http://www.earwolf.com/episode/best-of-2012-pt-2/,Wait no longer as the conclusion of the Comedy Bang Bang Best of 2012 is here! We’re counting down the top five episodes as chosen by the listeners and of course more special b-b-b-bonus clips. Join Scott Aukerman and Paul F. Tompkins to see which episodes went head to head for the number one spot and we’ll see you in 2013!,"Paul F. Tompkins, Weird Al Yankovic"
2013-01-07,192,GoodFelines,http://www.earwolf.com/episode/goodfelines/,"Fan favorite and “House of Pies” star Ben Schwartz tells us about his plans for the new year on today’s Comedy Bang Bang! Ben & Scott recall performing together in Ben’s improv show “Snowpants,” recreate Ben’s favorite Bane sketch, and talk about wet dreams. Newcomer to the show Shelly Driftwood drops by to share some incredible stories from his life that involve his buddy relationship with Brett Butler, Easter Island, and a rolling affair. Plus, Shelly Driftwood tells us about his script “GoodFelines” during a game of Would You Rather?","Ben Schwartz, Horatio Sanz"
2013-01-10,193,What Else? What Else?,http://www.earwolf.com/episode/what-else-what-else/,"Kristen Schaal makes her first in-studio appearance on today’s special Thursday episode of Comedy Bang Bang! Kristen schools co-host Nancy Cooper on rare pennies, microphone techniques, and invites her to Los Angeles for a 24 hour comedy training experience. Teenager Rick Faber then stops by to share his true feelings about being an awful teenager, some of the terrible antics his group of friends have gotten into, and has a confession to make during a game of Would You Rather?","Kristen Schaal, Neil Campbell, Pamela Murphy"
2013-01-14,194,Me Gusta Characters!,http://www.earwolf.com/episode/me-gusta-characters/,"Friends of the show, Nick Kroll and Chelsea Peretti are here for a character filled episode of Comedy Bang Bang! Chelsea tells us about her recent nauseating airplane experience and Nick quickly lets us know what to expect on the upcoming Kroll Show before having to leave. Luckily our open door policy is still in effect so Chelsea’s ex-boyfriend Chance stops by to read us some of his spoken word poetry, El Chupacabra brings along Baby to reunite with his paternal twin Tootie, and Fabrice Fabrice demands to not be censored during a game of Would You Rather? KOO KOO RI-KOO!!","Nick Kroll, Chelsea Peretti"
